linha,coluna,faceReal,faceIntermed,arestaVertReal,arestaVertInter,arestaHorzReal,arestaHorzIntermed,vertReal,vertIntermed,,,Erro Face,,Erro arestaVert,,Erro arestaHorz,,Erro vert
,12,522,"483,342281",50,"107,409396",232,"161,114094",50,"53,704698",,,"7,40569329501915",,"114,818792",,"30,5542698275862",,"7,409396"
,13,943,"1205,207622",91,"278,124836",129,"370,833115",60,"185,416557",,,"27,8056863202545",,"205,631687912088",,"187,467531007752",,"209,027595"
,14,1979,"3626,706751",460,"1208,90225",518,"1511,127813",184,"604,451125",,,"83,2595629610915",,"162,804836956522",,"191,723516023166",,"228,506046195652"
,15,2639,"6865,917121",1069,"3432,95856",1144,"3432,95856",112,"858,23964",,,"160,171167904509",,"221,137376987839",,"200,08379020979",,"666,285392857143"
,16,1080,"2045,105077",542,"454,467795",926,"454,467795",388,"227,233897",,,"89,3615812037037",,"16,1498533210332",,"50,9214044276458",,"41,434562628866"
,17,154,"4,907085",154,"1,635695",154,"1,308556",154,"0,327139",,,"96,8135811688312",,"98,9378603896104",,"99,1502883116883",,"99,7875720779221"
,18,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,19,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,20,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,21,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,22,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
13,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,7,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,8,96,"200,164716",13,"31,604955",0,"47,407433",0,"10,534985",,,"108,5049125",,"143,115038461538",,0,,0
,9,681,"1363,057671",193,"419,40236",96,"629,10354",13,"104,85059",,,"100,155311453745",,"117,306922279793",,"555,3161875",,"706,543"
,10,1023,"1013,345928",461,"608,007557",478,"405,338371",130,"101,334593",,,"0,943702052785928",,"31,8888409978308",,"15,2011776150628",,"22,0503130769231"
,11,1312,"2485,212329",250,"677,785181",379,"677,785181",57,"225,928394",,,"89,4216714176829",,"171,1140724",,"78,8351401055409",,"296,365603508772"
,12,1078,"3436,255236",379,"1321,636629",581,"1321,636629",182,"528,654652",,,"218,762081261596",,"248,716788654354",,"127,476183993115",,"190,469589010989"
,13,1453,"2027,017108",394,"476,945202",280,"476,945202",36,"119,2363",,,"39,5056509291122",,"21,0520817258883",,"70,3375721428571",,"231,211944444444"
,14,1500,"3027,697711",956,"1211,079084",495,"1211,079084",325,"605,539542",,,"101,846514066667",,"26,6819125523013",,"144,662441212121",,"86,3198590769231"
,15,1603,"1571,933215",1096,"449,123776",707,"673,685664",558,"224,561888",,,"1,93804023705552",,"59,0215532846715",,"4,71207015558699",,"59,7559340501792"
,16,1294,0,538,0,1192,0,538,0,,,100,,100,,100,,100
,17,75,0,0,0,0,0,0,0,,,100,,0,,0,,0
,18,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,19,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,20,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,21,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,22,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
14,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,7,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,8,81,"119,137363",24,"14,353899",0,"22,966239",0,"2,87078",,,"47,0831641975309",,"40,1920875",,0,,0
,9,628,"670,909265",238,"81,322335",81,"182,975254",81,"40,661168",,,"6,83268550955414",,"65,8309516806723",,"125,895375308642",,"49,8010271604938"
,10,921,"1274,426737",464,"294,098478",449,"490,164129",273,"196,065652",,,"38,3742385450597",,"36,6167073275862",,"9,1679574610245",,"28,1810798534798"
,11,1140,"1598,76676",606,"399,69169",390,"399,69169",301,"199,845845",,,"40,242698245614",,"34,0442755775578",,"2,48504871794872",,"33,6060315614618"
,12,865,"1464,000683",251,"337,846311",471,"450,461749",204,"112,615437",,,"69,2486338728324",,"34,6001239043825",,"4,36056284501062",,"44,7963544117647"
,13,1204,"1566,671276",477,"476,812997",479,"408,696855",212,"136,232285",,,"30,1221990033223",,"0,039203983228513",,"14,6770657620042",,"35,7394882075472"
,14,1136,"1555,502044",422,"707,046383",418,"707,046383",170,"282,818553",,,"36,9279968309859",,"67,5465362559242",,"69,1498523923445",,"66,3638547058824"
,15,876,"1360,143901",420,"680,071951",528,"680,071951",222,"340,035975",,,"55,2675686073059",,"61,9218930952381",,"28,8015058712121",,"53,1693581081081"
,16,624,"871,314752",198,"326,743032",348,"435,657376",198,"326,743032",,,"39,6337743589744",,"65,0217333333333",,"25,1889011494253",,"65,0217333333333"
,17,233,"198,132367",75,"88,05883",168,"66,044122",75,"44,029415",,,"14,9646493562232",,"17,4117733333333",,"60,6880226190476",,"41,2941133333333"
,18,17,"11,328079",0,"5,66404",4,"4,24803",0,"1,41601",,,"33,3642411764706",,0,,"6,20075",,0
,19,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,20,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,21,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,22,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
15,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,5,0,0,0,0,0,0,0,,,100,,0,,0,,0
,7,7,"21,902991",0,"4,380598",5,"1,991181",0,"0,398236",,,"212,899871428571",,0,,"60,17638",,0
,8,50,"107,694681",0,"16,008669",0,"18,919336",0,"2,910667",,,"115,389362",,0,,0,,0
,9,27,"37,307225",0,"3,772641",25,"6,287735",0,"0,419182",,,"38,1749074074074",,0,,"74,84906",,0
,10,183,"67,493437",130,"6,749344",2,"12,534495",0,"0,964192",,,"63,1183404371585",,"94,8081969230769",,"526,72475",,0
,11,434,"495,509431",279,"138,742641",74,"118,922264",48,"39,640755",,,"14,1726799539171",,"50,2714548387097",,"60,7057621621622",,"17,41509375"
,12,548,"623,881074",433,"111,407335",266,"155,970269",251,"44,562934",,,"13,8469113138686",,"74,2708233256351",,"41,3645605263158",,"82,2458430278885"
,13,534,"814,852332",187,"142,599158",236,"183,341775",23,"20,371308",,,"52,5940696629214",,"23,7437657754011",,"22,3128072033898",,"11,4290956521739"
,14,1103,"1961,711636",468,"309,743942",107,"619,487885",58,"103,247981",,,"77,8523695376247",,"33,815397008547",,"478,960640186916",,"78,0137603448276"
,15,1565,"1616,387357",539,"373,012467",792,"621,687445",287,"124,337489",,,"3,28353718849841",,"30,7954606679035",,"21,504110479798",,"56,6768331010453"
,16,1174,"1787,390084",351,"649,960031",709,"649,960031",150,"162,490008",,,"52,2478776831346",,"85,173798005698",,"8,32721706629056",,"8,32667199999999"
,17,562,"475,84339",233,"285,506034",247,"142,753017",168,"95,168678",,,"15,3303576512456",,"22,5347785407725",,"42,2052562753036",,"43,3519773809524"
,18,355,"404,957829",17,"161,983132",212,"121,487349",4,"40,495783",,,"14,0726278873239",,"852,841952941177",,"42,6946466981132",,"912,394575"
,19,0,"53,110133",0,"13,277533",0,"19,9163",0,"6,638767",,,0,,0,,0,,0
,20,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,21,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,22,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
16,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,7,63,"142,20405",2,"23,700675",0,"26,663259",0,"5,925169",,,"125,720714285714",,"1085,03375",,0,,0
,8,206,"460,983903",1,"53,881235",14,"41,907628",0,"5,986804",,,"123,77859368932",,"5288,1235",,"199,3402",,0
,9,106,"199,021306",0,"27,234494",24,"29,329456",0,"2,094961",,,"87,7559490566038",,0,,"22,2060666666667",,0
,10,157,"269,521489",25,"47,914931",20,"65,883031",0,"5,989366",,,"71,6697382165605",,"91,659724",,"229,415155",,0
,11,150,"336,27819",45,"84,069548",52,"42,034774",25,"14,011591",,,"124,18546",,"86,8212177777778",,"19,1638961538462",,"43,953636"
,12,382,"589,569481",35,"100,658204",22,"100,658204",10,"28,759487",,,"54,3375604712042",,"187,594868571429",,"357,537290909091",,"187,59487"
,13,316,"546,581269",55,"72,877502",65,"91,096878",7,"9,109688",,,"72,9687560126582",,"32,5045490909091",,"40,1490430769231",,"30,1384"
,14,662,"1426,131896",189,"277,303424",134,"356,532974",2,"39,614775",,,"115,427778851964",,"46,7213883597884",,"166,06938358209",,"1880,73875"
,15,1357,"3135,094588",517,"696,687686",275,"1045,031529",41,"116,114614",,,"131,031288725129",,"34,7558386847195",,"280,011465090909",,"183,206375609756"
,16,908,"2095,179807",261,"392,846214",449,"785,692428",124,"130,948738",,,"130,746674779736",,"50,5157908045977",,"74,9871777282851",,"5,60382096774193"
,17,841,"1982,708712",233,"283,244102",295,"377,658802",79,"94,414701",,,"135,75608941736",,"21,5639922746781",,"28,0199328813559",,"19,5122797468354"
,18,775,"1858,630202",242,"422,415955",203,"422,415955",112,"84,483191",,,"139,823251870968",,"74,5520475206612",,"108,086677339901",,"24,5685794642857"
,19,463,"956,857084",0,"159,476181",160,"239,214271",0,"39,869045",,,"106,664596976242",,0,,"49,508919375",,0
,20,43,"98,167674",0,"21,340799",11,"29,877118",0,"4,26816",,,"128,29691627907",,0,,"171,610163636364",,0
,21,33,"26,437993",0,"5,287599",0,"7,931398",0,"1,3219",,,"19,8848696969697",,0,,0,,0
,22,0,"0,344388",0,"0,086097",0,"0,143495",0,"0,028699",,,0,,0,,0,,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
17,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,7,32,"38,99278",28,"5,472671",0,"3,420419",0,"0,684084",,,"21,8524375",,"80,4547464285714",,0,,0
,8,201,"366,907488",73,"44,844249",9,"44,844249",7,"4,07675",,,"82,5410388059701",,"38,5695219178082",,"398,269433333333",,"41,7607142857143"
,9,310,"634,852043",42,"120,107143",44,"68,632653",2,"8,579082",,,"104,790981612903",,"185,969388095238",,"55,9833022727273",,"328,9541"
,10,210,"255,950028",62,"36,56429",31,"67,905109",3,"5,22347",,,"21,8809657142857",,"41,0253387096774",,"119,048738709677",,"74,1156666666667"
,11,381,"394,249539",81,"56,321363",51,"78,849908",2,"11,264273",,,"3,47756929133859",,"30,4674530864198",,"54,607662745098",,"463,21365"
,12,972,"1555,091708",213,"494,801907",185,"636,17388",7,"70,685987",,,"59,9888588477366",,"132,301364788732",,"243,877772972973",,"909,799814285714"
,13,843,"975,971683",107,"325,323894",549,"278,849052",8,"46,474842",,,"15,7736278766311",,"204,041022429907",,"49,2078229508197",,"480,935525"
,14,688,"1273,657877",161,"254,731575",231,"424,552626",45,"84,910525",,,"85,1246914244186",,"58,2183695652174",,"83,7890155844156",,"88,6900555555556"
,15,565,"1017,775288",167,"271,406744",315,"407,110115",101,"67,851686",,,"80,1372191150443",,"62,5190083832335",,"29,2413063492064",,"32,8201128712871"
,16,548,"841,374616",130,"168,274923",118,"168,274923",24,"56,091641",,,"53,5355138686131",,"29,4422484615385",,"42,6058669491525",,"133,715170833333"
,17,741,"952,874351",256,"272,249815",364,"317,624784",132,"90,749938",,,"28,5930298245614",,"6,34758398437501",,"12,740443956044",,"31,250046969697"
,18,1078,"1048,378096",183,"249,613832",234,"349,459365",50,"99,845533",,,"2,74785751391466",,"36,4010010928962",,"49,341608974359",,"99,691066"
,19,1512,"2419,031358",255,"736,226935",678,"736,226935",14,"105,175276",,,"59,9888464285714",,"188,716445098039",,"8,58804351032449",,"651,251971428571"
,20,625,"1172,240453",37,"225,430856",284,"270,517028",9,"45,086171",,,"87,55847248",,"509,272583783784",,"4,74752535211268",,"400,957455555556"
,21,149,"397,165677",33,"86,340365",34,"77,706328",12,"17,268073",,,"166,554145637584",,"161,63746969697",,"128,548023529412",,"43,9006083333333"
,22,36,"5,536955",0,"1,230434",1,"2,15326",0,"0,307609",,,"84,6195694444444",,0,,"115,326",,0
,23,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,24,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,25,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,26,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,27,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,28,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,29,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
18,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,1,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,2,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,3,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,4,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,5,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,6,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,7,0,0,0,0,0,0,0,0,,,0,,0,,0,,0
,8,30,"49,477502",24,"6,129956",0,"6,129956",0,"0,437854",,,"64,9250066666667",,"74,4585166666667",,0,,0
,9,57,"147,333516",38,"20,777804",10,"22,666695",10,"3,777782",,,"158,479852631579",,"45,3215684210526",,"126,66695",,"62,22218"
,10,297,"425,270929",85,"90,483176",16,"72,386541",0,"9,048318",,,"43,188864983165",,"6,45079529411765",,"352,41588125",,0
,11,612,"856,703042",90,"171,340608",89,"228,454145",2,"28,556768",,,"39,9841571895425",,"90,3784533333333",,"156,690050561798",,"1327,8384"
,12,877,"1747,144489",304,"671,97865",290,"537,58292",17,"134,39573",,,"99,2182997719498",,"121,045608552632",,"85,3734206896552",,"690,563117647059"
,13,1085,"1640,084821",296,"455,579117",383,"455,579117",116,"91,115823",,,"51,1598913364055",,"53,9118638513514",,"18,9501610966057",,"21,4518767241379"
,14,1476,"3192,849026",291,"886,902507",390,"532,141504",127,"177,380501",,,"116,317684688347",,"204,777493814433",,"36,4465394871795",,"39,6696858267717"
,15,2229,"4682,418569",165,"1248,644952",670,"1248,644952",61,"312,161238",,,"110,068127815164",,"656,754516363636",,"86,3649182089553",,"411,73973442623"
,16,1586,"4476,582102",155,"1492,194034",792,"1492,194034",40,"298,438807",,,"182,256122446406",,"862,705828387097",,"88,4083376262626",,"646,0970175"
,17,1852,"3325,839195",263,"1511,745089",581,"1209,396071",70,"302,349018",,,"79,5809500539957",,"474,808018631179",,"108,157671428571",,"331,927168571429"
,18,2356,"1537,559681",615,"512,519894",1190,"384,38992",115,"128,129973",,,"34,7385534380306",,"16,6634318699187",,"67,6983260504202",,"11,417367826087"
,19,1888,"4931,46829",793,"1793,261196",1020,"1793,261196",474,"448,315299",,,"161,20065095339",,"126,136342496847",,"75,8099211764706",,"5,41871329113924"
